gid,date,year,batter,bSide,pitcher,pSide,result,isStrikeout,isWalk,bPA,bAVG,bK,bK%,bBB,bBB%,bOPS,bISO,bWhiff%,bSwStr%,bcStr%,bCSW%,bChase%,bPutaway%,pbPA,pbAVG,pbK,pbK%,pbBB,pbBB%,pbOPS,pbISO,pbWhiff%,pbSwStr%,pbcStr%,pbCSW%,pbChase%,pbPutaway%,pPA,pAVG,pK,pK%,pBB,pBB%,pOPS,pISO,pWhiff%,pSwStr%,pcStr%,pCSW%,pChase%,pPutaway%,ppPA,ppAVG,ppK,ppK%,ppBB,ppBB%,ppOPS,ppISO,ppWhiff%,ppSwStr%,ppcStr%,ppCSW%,ppChase%,ppPutaway%
813025,2025-11-01,2025,571771,R,592332,R,strikeout,True,False,144.0,0.209,42.0,29.17,8.0,5.56,0.595,0.13400000000000004,29.93,15.22,15.05,30.27,33.44,21.76,247.0,0.226,50.0,20.24,18.0,7.29,0.634,0.1279999999999999,23.59,11.87,17.02,28.89,26.59,16.67,406.0,0.238,105.0,25.86,26.0,6.4,0.6639999999999999,0.136,28.0,14.23,15.03,29.26,29.5,18.75,366.0,0.244,83.0,22.68,25.0,6.83,0.704,0.161,24.53,12.66,14.53,27.19,31.52,17.48
813025,2025-11-01,2025,669242,L,592332,R,double,False,False,249.0,0.232,38.0,15.26,15.0,6.02,0.643,0.12499999999999997,19.63,9.3,17.61,26.91,26.49,15.23,117.0,0.181,24.0,20.51,10.0,8.55,0.523,0.086,24.02,10.82,16.78,27.59,25.44,19.35,370.0,0.193,84.0,22.7,24.0,6.49,0.5860000000000001,0.14600000000000002,24.59,12.85,16.56,29.41,34.25,19.31,391.0,0.232,79.0,20.2,31.0,7.93,0.673,0.149,22.24,10.72,15.91,26.63,28.22,17.48
813025,2025-11-01,2025,500743,R,592332,R,strikeout,True,False,177.0,0.238,28.0,15.82,10.0,5.65,0.593,0.07300000000000001,19.44,9.11,20.49,29.59,33.11,16.18,223.0,0.296,23.0,10.31,15.0,6.73,0.7769999999999999,0.133,14.13,6.5,18.85,25.35,26.27,11.44,406.0,0.238,105.0,25.86,26.0,6.4,0.6639999999999999,0.136,28.0,14.23,15.03,29.26,29.5,18.75,366.0,0.244,83.0,22.68,25.0,6.83,0.704,0.161,24.53,12.66,14.53,27.19,31.52,17.48
813025,2025-11-01,2025,660271,L,592332,R,intent_walk,False,True,477.0,0.278,119.0,24.95,85.0,17.82,1.06,0.371,33.29,14.22,13.32,27.54,23.99,22.12,476.0,0.321,104.0,21.85,61.0,12.82,1.133,0.3999999999999999,31.4,14.87,12.92,27.8,27.09,20.93,370.0,0.193,84.0,22.7,24.0,6.49,0.5860000000000001,0.14600000000000002,24.59,12.85,16.56,29.41,34.25,19.31,391.0,0.232,79.0,20.2,31.0,7.93,0.673,0.149,22.24,10.72,15.91,26.63,28.22,17.48
813025,2025-11-01,2025,669257,R,592332,R,double,False,False,322.0,0.306,63.0,19.57,43.0,13.35,0.914,0.20500000000000002,21.33,8.63,20.1,28.73,20.63,13.4,384.0,0.238,81.0,21.09,31.0,8.07,0.706,0.158,20.98,9.75,16.99,26.75,25.58,15.0,406.0,0.238,105.0,25.86,26.0,6.4,0.6639999999999999,0.136,28.0,14.23,15.03,29.26,29.5,18.75,366.0,0.244,83.0,22.68,25.0,6.83,0.704,0.161,24.53,12.66,14.53,27.19,31.52,17.48
813025,2025-11-01,2025,518692,L,592332,R,walk,False,True,452.0,0.299,86.0,19.03,46.0,10.18,0.874,0.201,26.16,13.21,10.99,24.2,28.05,18.45,408.0,0.303,63.0,15.44,54.0,13.24,0.909,0.206,20.13,9.55,11.74,21.29,24.15,13.24,370.0,0.193,84.0,22.7,24.0,6.49,0.5860000000000001,0.14600000000000002,24.59,12.85,16.56,29.41,34.25,19.31,391.0,0.232,79.0,20.2,31.0,7.93,0.673,0.149,22.24,10.72,15.91,26.63,28.22,17.48
813025,2025-11-01,2025,605141,R,592332,R,single,False,False,477.0,0.257,49.0,10.27,44.0,9.22,0.7250000000000001,0.14200000000000002,15.66,6.47,20.87,27.34,21.42,11.21,347.0,0.275,44.0,12.68,42.0,12.1,0.85,0.2119999999999999,16.64,6.64,20.0,26.64,20.11,10.95,406.0,0.238,105.0,25.86,26.0,6.4,0.6639999999999999,0.136,28.0,14.23,15.03,29.26,29.5,18.75,366.0,0.244,83.0,22.68,25.0,6.83,0.704,0.161,24.53,12.66,14.53,27.19,31.52,17.48
813025,2025-11-01,2025,606192,R,592332,R,strikeout,True,False,415.0,0.246,112.0,26.99,21.0,5.06,0.738,0.20700000000000002,32.68,16.22,17.38,33.6,30.28,22.0,471.0,0.268,138.0,29.3,37.0,7.86,0.815,0.2129999999999999,34.65,17.82,13.76,31.58,29.21,21.36,406.0,0.238,105.0,25.86,26.0,6.4,0.6639999999999999,0.136,28.0,14.23,15.03,29.26,29.5,18.75,366.0,0.244,83.0,22.68,25.0,6.83,0.704,0.161,24.53,12.66,14.53,27.19,31.52,17.48
813025,2025-11-01,2025,680718,L,808967,R,double,False,False,414.0,0.249,94.0,22.71,30.0,7.25,0.788,0.23099999999999998,25.74,12.74,14.87,27.61,31.05,18.73,188.0,0.208,43.0,22.87,13.0,6.91,0.638,0.168,26.25,12.4,19.22,31.62,32.04,20.77,323.0,0.175,95.0,29.41,22.0,6.81,0.49,0.07800000000000001,28.37,13.47,17.81,31.28,29.12,23.63,176.0,0.185,49.0,27.84,15.0,8.52,0.501,0.063,26.25,11.8,20.08,31.88,29.19,21.78
813025,2025-11-01,2025,676391,R,808967,R,strikeout,True,False,401.0,0.254,42.0,10.47,19.0,4.74,0.622,0.07300000000000001,15.61,8.24,14.77,23.02,35.41,14.14,307.0,0.278,28.0,9.12,8.0,2.61,0.724,0.1459999999999999,13.69,7.55,17.61,25.15,41.61,11.16,343.0,0.191,102.0,29.74,36.0,10.5,0.5940000000000001,0.125,29.39,13.45,16.94,30.39,29.53,23.33,184.0,0.254,54.0,29.35,6.0,3.26,0.718,0.187,27.69,14.33,17.11,31.43,34.96,22.78
813025,2025-11-01,2025,665926,L,808967,R,field_out,False,False,284.0,0.221,48.0,16.9,21.0,7.39,0.63,0.10800000000000001,22.75,11.6,15.41,27.01,33.27,12.77,462.0,0.257,71.0,15.37,24.0,5.19,0.663,0.0979999999999999,23.77,13.22,11.91,25.13,36.74,13.44,323.0,0.175,95.0,29.41,22.0,6.81,0.49,0.07800000000000001,28.37,13.47,17.81,31.28,29.12,23.63,176.0,0.185,49.0,27.84,15.0,8.52,0.501,0.063,26.25,11.8,20.08,31.88,29.19,21.78
813025,2025-11-01,2025,543807,R,808967,R,single,False,False,437.0,0.327,80.0,18.31,48.0,10.98,1.0,0.26099999999999995,26.22,12.1,14.3,26.4,20.63,16.29,469.0,0.23,83.0,17.7,40.0,8.53,0.7010000000000001,0.168,25.09,12.7,14.45,27.16,24.91,16.34,343.0,0.191,102.0,29.74,36.0,10.5,0.5940000000000001,0.125,29.39,13.45,16.94,30.39,29.53,23.33,184.0,0.254,54.0,29.35,6.0,3.26,0.718,0.187,27.69,14.33,17.11,31.43,34.96,22.78
813025,2025-11-01,2025,664770,L,808967,R,field_out,False,False,387.0,0.257,48.0,12.4,32.0,8.27,0.733,0.15599999999999997,13.7,6.78,16.06,22.83,32.19,10.76,77.0,0.328,6.0,7.79,8.0,10.39,0.871,0.1559999999999999,15.13,7.74,12.46,20.2,29.14,6.25,323.0,0.175,95.0,29.41,22.0,6.81,0.49,0.07800000000000001,28.37,13.47,17.81,31.28,29.12,23.63,176.0,0.185,49.0,27.84,15.0,8.52,0.501,0.063,26.25,11.8,20.08,31.88,29.19,21.78
813025,2025-11-01,2025,571970,L,592332,R,field_out,False,False,304.0,0.272,59.0,19.41,57.0,18.75,0.937,0.251,22.51,9.36,15.5,24.87,19.28,15.34,209.0,0.248,50.0,23.92,37.0,17.7,0.889,0.261,28.53,11.18,17.17,28.34,19.66,22.42,370.0,0.193,84.0,22.7,24.0,6.49,0.5860000000000001,0.14600000000000002,24.59,12.85,16.56,29.41,34.25,19.31,391.0,0.232,79.0,20.2,31.0,7.93,0.673,0.149,22.24,10.72,15.91,26.63,28.22,17.48
813025,2025-11-01,2025,571771,R,592332,R,field_out,False,False,144.0,0.209,42.0,29.17,8.0,5.56,0.595,0.13400000000000004,29.93,15.22,15.05,30.27,33.44,21.76,247.0,0.226,50.0,20.24,18.0,7.29,0.634,0.1279999999999999,23.59,11.87,17.02,28.89,26.59,16.67,406.0,0.238,105.0,25.86,26.0,6.4,0.6639999999999999,0.136,28.0,14.23,15.03,29.26,29.5,18.75,366.0,0.244,83.0,22.68,25.0,6.83,0.704,0.161,24.53,12.66,14.53,27.19,31.52,17.48
813025,2025-11-01,2025,669242,L,592332,R,field_out,False,False,249.0,0.232,38.0,15.26,15.0,6.02,0.643,0.12499999999999997,19.63,9.3,17.61,26.91,26.49,15.23,117.0,0.181,24.0,20.51,10.0,8.55,0.523,0.086,24.02,10.82,16.78,27.59,25.44,19.35,370.0,0.193,84.0,22.7,24.0,6.49,0.5860000000000001,0.14600000000000002,24.59,12.85,16.56,29.41,34.25,19.31,391.0,0.232,79.0,20.2,31.0,7.93,0.673,0.149,22.24,10.72,15.91,26.63,28.22,17.48
813025,2025-11-01,2025,665489,R,808967,R,strikeout,True,False,521.0,0.282,74.0,14.2,58.0,11.13,0.819,0.17000000000000004,22.24,9.34,17.64,26.98,22.09,16.04,558.0,0.327,81.0,14.52,50.0,8.96,0.936,0.218,21.96,10.65,15.17,25.82,28.29,13.24,343.0,0.191,102.0,29.74,36.0,10.5,0.5940000000000001,0.125,29.39,13.45,16.94,30.39,29.53,23.33,184.0,0.254,54.0,29.35,6.0,3.26,0.718,0.187,27.69,14.33,17.11,31.43,34.96,22.78
813025,2025-11-01,2025,666182,R,808967,R,single,False,False,491.0,0.312,77.0,15.68,33.0,6.72,0.825,0.15300000000000002,18.37,9.46,14.28,23.74,33.8,14.69,274.0,0.242,54.0,19.71,17.0,6.2,0.649,0.1109999999999999,24.02,13.21,12.28,25.49,36.48,18.37,343.0,0.191,102.0,29.74,36.0,10.5,0.5940000000000001,0.125,29.39,13.45,16.94,30.39,29.53,23.33,184.0,0.254,54.0,29.35,6.0,3.26,0.718,0.187,27.69,14.33,17.11,31.43,34.96,22.78
813025,2025-11-01,2025,662139,L,808967,R,grounded_into_double_play,False,False,215.0,0.232,63.0,29.3,13.0,6.05,0.865,0.359,29.98,16.37,11.25,27.62,31.48,29.44,409.0,0.195,121.0,29.58,38.0,9.29,0.672,0.2,27.94,13.35,15.36,28.71,26.3,23.0,323.0,0.175,95.0,29.41,22.0,6.81,0.49,0.07800000000000001,28.37,13.47,17.81,31.28,29.12,23.63,176.0,0.185,49.0,27.84,15.0,8.52,0.501,0.063,26.25,11.8,20.08,31.88,29.19,21.78
813025,2025-11-01,2025,500743,R,592332,R,field_out,False,False,177.0,0.238,28.0,15.82,10.0,5.65,0.593,0.07300000000000001,19.44,9.11,20.49,29.59,33.11,16.18,223.0,0.296,23.0,10.31,15.0,6.73,0.7769999999999999,0.133,14.13,6.5,18.85,25.35,26.27,11.44,406.0,0.238,105.0,25.86,26.0,6.4,0.6639999999999999,0.136,28.0,14.23,15.03,29.26,29.5,18.75,366.0,0.244,83.0,22.68,25.0,6.83,0.704,0.161,24.53,12.66,14.53,27.19,31.52,17.48
813025,2025-11-01,2025,660271,L,592332,R,field_out,False,False,477.0,0.278,119.0,24.95,85.0,17.82,1.06,0.371,33.29,14.22,13.32,27.54,23.99,22.12,476.0,0.321,104.0,21.85,61.0,12.82,1.133,0.3999999999999999,31.4,14.87,12.92,27.8,27.09,20.93,370.0,0.193,84.0,22.7,24.0,6.49,0.5860000000000001,0.14600000000000002,24.59,12.85,16.56,29.41,34.25,19.31,391.0,0.232,79.0,20.2,31.0,7.93,0.673,0.149,22.24,10.72,15.91,26.63,28.22,17.48
813025,2025-11-01,2025,669257,R,592332,R,field_out,False,False,322.0,0.306,63.0,19.57,43.0,13.35,0.914,0.20500000000000002,21.33,8.63,20.1,28.73,20.63,13.4,384.0,0.238,81.0,21.09,31.0,8.07,0.706,0.158,20.98,9.75,16.99,26.75,25.58,15.0,406.0,0.238,105.0,25.86,26.0,6.4,0.6639999999999999,0.136,28.0,14.23,15.03,29.26,29.5,18.75,366.0,0.244,83.0,22.68,25.0,6.83,0.704,0.161,24.53,12.66,14.53,27.19,31.52,17.48
813025,2025-11-01,2025,672386,R,808967,R,strikeout,True,False,362.0,0.284,40.0,11.05,33.0,9.12,0.7709999999999999,0.139,18.4,8.73,16.2,24.93,28.23,9.8,286.0,0.262,31.0,10.84,27.0,9.44,0.672,0.081,14.94,6.89,17.65,24.54,26.87,9.78,343.0,0.191,102.0,29.74,36.0,10.5,0.5940000000000001,0.125,29.39,13.45,16.94,30.39,29.53,23.33,184.0,0.254,54.0,29.35,6.0,3.26,0.718,0.187,27.69,14.33,17.11,31.43,34.96,22.78
813025,2025-11-01,2025,680718,L,808967,R,strikeout,True,False,414.0,0.249,94.0,22.71,30.0,7.25,0.788,0.23099999999999998,25.74,12.74,14.87,27.61,31.05,18.73,188.0,0.208,43.0,22.87,13.0,6.91,0.638,0.168,26.25,12.4,19.22,31.62,32.04,20.77,323.0,0.175,95.0,29.41,22.0,6.81,0.49,0.07800000000000001,28.37,13.47,17.81,31.28,29.12,23.63,176.0,0.185,49.0,27.84,15.0,8.52,0.501,0.063,26.25,11.8,20.08,31.88,29.19,21.78
813025,2025-11-01,2025,676391,R,808967,R,single,False,False,401.0,0.254,42.0,10.47,19.0,4.74,0.622,0.07300000000000001,15.61,8.24,14.77,23.02,35.41,14.14,307.0,0.278,28.0,9.12,8.0,2.61,0.724,0.1459999999999999,13.69,7.55,17.61,25.15,41.61,11.16,343.0,0.191,102.0,29.74,36.0,10.5,0.5940000000000001,0.125,29.39,13.45,16.94,30.39,29.53,23.33,184.0,0.254,54.0,29.35,6.0,3.26,0.718,0.187,27.69,14.33,17.11,31.43,34.96,22.78
813025,2025-11-01,2025,665926,L,808967,R,field_out,False,False,284.0,0.221,48.0,16.9,21.0,7.39,0.63,0.10800000000000001,22.75,11.6,15.41,27.01,33.27,12.77,462.0,0.257,71.0,15.37,24.0,5.19,0.663,0.0979999999999999,23.77,13.22,11.91,25.13,36.74,13.44,323.0,0.175,95.0,29.41,22.0,6.81,0.49,0.07800000000000001,28.37,13.47,17.81,31.28,29.12,23.63,176.0,0.185,49.0,27.84,15.0,8.52,0.501,0.063,26.25,11.8,20.08,31.88,29.19,21.78
813025,2025-11-01,2025,518692,L,592332,R,field_out,False,False,452.0,0.299,86.0,19.03,46.0,10.18,0.874,0.201,26.16,13.21,10.99,24.2,28.05,18.45,408.0,0.303,63.0,15.44,54.0,13.24,0.909,0.206,20.13,9.55,11.74,21.29,24.15,13.24,370.0,0.193,84.0,22.7,24.0,6.49,0.5860000000000001,0.14600000000000002,24.59,12.85,16.56,29.41,34.25,19.31,391.0,0.232,79.0,20.2,31.0,7.93,0.673,0.149,22.24,10.72,15.91,26.63,28.22,17.48
813025,2025-11-01,2025,605141,R,592332,R,field_out,False,False,477.0,0.257,49.0,10.27,44.0,9.22,0.7250000000000001,0.14200000000000002,15.66,6.47,20.87,27.34,21.42,11.21,347.0,0.275,44.0,12.68,42.0,12.1,0.85,0.2119999999999999,16.64,6.64,20.0,26.64,20.11,10.95,406.0,0.238,105.0,25.86,26.0,6.4,0.6639999999999999,0.136,28.0,14.23,15.03,29.26,29.5,18.75,366.0,0.244,83.0,22.68,25.0,6.83,0.704,0.161,24.53,12.66,14.53,27.19,31.52,17.48
813025,2025-11-01,2025,606192,R,592332,R,field_out,False,False,415.0,0.246,112.0,26.99,21.0,5.06,0.738,0.20700000000000002,32.68,16.22,17.38,33.6,30.28,22.0,471.0,0.268,138.0,29.3,37.0,7.86,0.815,0.2129999999999999,34.65,17.82,13.76,31.58,29.21,21.36,406.0,0.238,105.0,25.86,26.0,6.4,0.6639999999999999,0.136,28.0,14.23,15.03,29.26,29.5,18.75,366.0,0.244,83.0,22.68,25.0,6.83,0.704,0.161,24.53,12.66,14.53,27.19,31.52,17.48
813025,2025-11-01,2025,543807,R,808967,R,field_out,False,False,437.0,0.327,80.0,18.31,48.0,10.98,1.0,0.26099999999999995,26.22,12.1,14.3,26.4,20.63,16.29,469.0,0.23,83.0,17.7,40.0,8.53,0.7010000000000001,0.168,25.09,12.7,14.45,27.16,24.91,16.34,343.0,0.191,102.0,29.74,36.0,10.5,0.5940000000000001,0.125,29.39,13.45,16.94,30.39,29.53,23.33,184.0,0.254,54.0,29.35,6.0,3.26,0.718,0.187,27.69,14.33,17.11,31.43,34.96,22.78
813025,2025-11-01,2025,664770,L,808967,R,field_out,False,False,387.0,0.257,48.0,12.4,32.0,8.27,0.733,0.15599999999999997,13.7,6.78,16.06,22.83,32.19,10.76,77.0,0.328,6.0,7.79,8.0,10.39,0.871,0.1559999999999999,15.13,7.74,12.46,20.2,29.14,6.25,323.0,0.175,95.0,29.41,22.0,6.81,0.49,0.07800000000000001,28.37,13.47,17.81,31.28,29.12,23.63,176.0,0.185,49.0,27.84,15.0,8.52,0.501,0.063,26.25,11.8,20.08,31.88,29.19,21.78
813025,2025-11-01,2025,665489,R,808967,R,double,False,False,521.0,0.282,74.0,14.2,58.0,11.13,0.819,0.17000000000000004,22.24,9.34,17.64,26.98,22.09,16.04,558.0,0.327,81.0,14.52,50.0,8.96,0.936,0.218,21.96,10.65,15.17,25.82,28.29,13.24,343.0,0.191,102.0,29.74,36.0,10.5,0.5940000000000001,0.125,29.39,13.45,16.94,30.39,29.53,23.33,184.0,0.254,54.0,29.35,6.0,3.26,0.718,0.187,27.69,14.33,17.11,31.43,34.96,22.78
813025,2025-11-01,2025,666182,R,808967,R,walk,False,True,491.0,0.312,77.0,15.68,33.0,6.72,0.825,0.15300000000000002,18.37,9.46,14.28,23.74,33.8,14.69,274.0,0.242,54.0,19.71,17.0,6.2,0.649,0.1109999999999999,24.02,13.21,12.28,25.49,36.48,18.37,343.0,0.191,102.0,29.74,36.0,10.5,0.5940000000000001,0.125,29.39,13.45,16.94,30.39,29.53,23.33,184.0,0.254,54.0,29.35,6.0,3.26,0.718,0.187,27.69,14.33,17.11,31.43,34.96,22.78
813025,2025-11-01,2025,662139,L,808967,R,strikeout,True,False,215.0,0.232,63.0,29.3,13.0,6.05,0.865,0.359,29.98,16.37,11.25,27.62,31.48,29.44,409.0,0.195,121.0,29.58,38.0,9.29,0.672,0.2,27.94,13.35,15.36,28.71,26.3,23.0,323.0,0.175,95.0,29.41,22.0,6.81,0.49,0.07800000000000001,28.37,13.47,17.81,31.28,29.12,23.63,176.0,0.185,49.0,27.84,15.0,8.52,0.501,0.063,26.25,11.8,20.08,31.88,29.19,21.78
813025,2025-11-01,2025,571970,L,686973,R,field_out,False,False,304.0,0.272,59.0,19.41,57.0,18.75,0.937,0.251,22.51,9.36,15.5,24.87,19.28,15.34,209.0,0.248,50.0,23.92,37.0,17.7,0.889,0.261,28.53,11.18,17.17,28.34,19.66,22.42,132.0,0.254,29.0,21.97,6.0,4.55,0.716,0.172,27.69,15.4,13.33,28.74,35.03,28.43,123.0,0.325,26.0,21.14,6.0,4.88,0.884,0.193,18.73,9.96,14.62,24.58,23.0,18.31
813025,2025-11-01,2025,571771,R,686973,R,strikeout,True,False,144.0,0.209,42.0,29.17,8.0,5.56,0.595,0.13400000000000004,29.93,15.22,15.05,30.27,33.44,21.76,247.0,0.226,50.0,20.24,18.0,7.29,0.634,0.1279999999999999,23.59,11.87,17.02,28.89,26.59,16.67,164.0,0.236,46.0,28.05,16.0,9.76,0.6619999999999999,0.11099999999999999,26.73,13.39,15.59,28.98,29.83,23.23,115.0,0.31,23.0,20.0,10.0,8.7,0.907,0.22,28.64,13.63,13.86,27.48,24.27,19.33
813025,2025-11-01,2025,669242,L,686973,R,field_out,False,False,249.0,0.232,38.0,15.26,15.0,6.02,0.643,0.12499999999999997,19.63,9.3,17.61,26.91,26.49,15.23,117.0,0.181,24.0,20.51,10.0,8.55,0.523,0.086,24.02,10.82,16.78,27.59,25.44,19.35,132.0,0.254,29.0,21.97,6.0,4.55,0.716,0.172,27.69,15.4,13.33,28.74,35.03,28.43,123.0,0.325,26.0,21.14,6.0,4.88,0.884,0.193,18.73,9.96,14.62,24.58,23.0,18.31
